,단어명,빈도수
1377,걱정,14
1378,침대,14
1379,판정,14
1380,단장,14
1381,마,14
1382,가상,14
1383,드론,14
1384,실험,14
1385,근거,14
1386,촌,14
1387,나라,14
1388,책임자,14
1389,제기,14
1390,년,14
1391,불허,14
1392,기구,14
1393,철도,14
1394,민주화,14
1395,론,14
1396,사이버,14
1397,전시,14
1398,위협,14
1399,사례,14
1400,찬,14
1401,공립,14
1402,위력,14
1403,대결,14
1404,모습,14
1405,태양광,14
1406,투신,14
1407,얼음,14
1408,일본군,14
1409,구속기소,14
1410,선생님,14
1411,협의,14
1412,서명,14
1413,사유,14
1414,너,14
1415,인간,14
1416,기자회견,14
1417,머리,14
1418,행복,14
1419,허용,14
1420,김관진,14
1421,난,14
1422,일간,14
1423,계약,14
1424,자살,14
1425,유가족,14
1426,외침,14
1427,외압,14
1428,철원,14
1429,출발,14
1430,진짜,14
1431,대규모,14
1432,침수,14
1433,재난,14
1434,가동,14
1435,내부,14
1436,성남시,14
1437,연세대,14
1438,무더위,14
1439,전복,14
1440,유명,14
1441,이상득,14
1442,공기,13
1443,무엇,13
1444,값,13
1445,번지,13
1446,무마,13
1447,사무,13
1448,료,13
1449,원금,13
1450,조희연,13
1451,행동,13
1452,가구,13
1453,강행,13
1454,경쟁,13
1455,무효,13
1456,수산시장,13
1457,새마을,13
1458,출입,13
1459,거짓말,13
1460,실시,13
1461,응급실,13
1462,폭,13
1463,한국인,13
1464,근로자,13
1465,영업,13
1466,소환조사,13
1467,대체복무,13
1468,나선,13
1469,노후,13
1470,실명,13
1471,오염,13
1472,행,13
1473,눈길,13
1474,신연희,13
1475,만난,13
1476,스타,13
1477,편,13
1478,정의당,13
1479,분노,13
1480,여야,13
1481,동네,13
1482,변론,13
1483,학과,13
1484,동생,13
1485,별,13
1486,면,13
1487,자체,13
1488,변호인,13
1489,담배,13
1490,임원,13
1491,무기징역,13
1492,선거운동,13
1493,옆,13
1494,차관,13
1495,등록,13
1496,강서구,13
1497,보이스피싱,13
1498,직업,13
1499,지연,13
1500,소,13
1501,누리꾼,13
1502,속출,13
1503,반,13
1504,총리,13
1505,토론회,13
1506,선출,13
1507,손해배상,13
1508,악화,13
1509,방어,13
1510,도서관,13
1511,포착,13
1512,여기,13
1513,시티,13
1514,중형,13
1515,비닐,13
1516,가을,13
1517,국감,13
1518,권영진,13
1519,춘천,13
1520,조선일보,13
1521,모임,13
1522,고교생,13
1523,나무,13
1524,인기,13
1525,유감,13
1526,출장,13
1527,곤,13
1528,외,13
1529,독서,13
1530,에어컨,13
1531,탄생,13
1532,호우,13
1533,데,13
1534,독립운동가,13
1535,조폭,13
1536,일상,13
1537,조카,13
1538,남북정상회담,13
1539,최강,13
1540,단식,13
1541,페미니즘,13
1542,집행,13
1543,호텔,13
1544,마무리,13
1545,단일,13
1546,상승,13
1547,독자,13
1548,충남지사,13
1549,남매,13
1550,돌입,13
1551,수거,13
1552,집사,13
1553,민변,13
1554,혁명,13
1555,관광,12
1556,만들기,12
1557,금품,12
1558,혜택,12
1559,연극,12
1560,거듭,12
1561,새만금,12
1562,주도,12
1563,동해안,12
1564,진행,12
1565,반복,12
1566,생태,12
1567,표현,12
1568,운전자,12
1569,초미세먼지,12
1570,실질,12
1571,감옥,12
1572,난동,12
1573,원주,12
1574,제품,12
1575,회삿돈,12
1576,대공분실,12
1577,성장,12
1578,곧,12
1579,동의,12
1580,수석,12
1581,불안,12
1582,스쿨,12
1583,법적,12
1584,전용,12
1585,본부,12
1586,대기,12
1587,개인,12
1588,친환경,12
1589,옷,12
1590,제대로,12
1591,회원,12
1592,부활,12
1593,배달,12
1594,방지,12
1595,계층,12
1596,옥,12
1597,부대,12
1598,행진,12
1599,여학생,12
1600,이영학,12
1601,전기차,12
1602,차로,12
1603,학대,12
1604,편의점,12
1605,보상,12
1606,설명,12
1607,무혐의,12
1608,의원직,12
1609,사전,12
1610,상처,12
1611,자리,12
1612,진압,12
1613,얼마나,12
1614,신부,12
1615,항공,12
1616,융합,12
1617,성적,12
1618,전관,12
1619,벌금형,12
1620,분석,12
1621,항의,12
1622,플라스틱,12
1623,행위,12
1624,급여,12
1625,승용차,12
1626,노동부,12
1627,이동,12
1628,귀국,12
1629,평,12
1630,주행,12
1631,유력,12
1632,김씨,12
1633,김성태,12
1634,요금,12
1635,단계,12
1636,새마을금고,12
1637,독도,12
1638,맑은,12
1639,엄정,12
1640,화해,12
1641,협회,12
1642,우린,12
1643,분양,12
1644,합법,12
1645,고의,12
1646,제정,12
1647,미디어,12
1648,추행,12
1649,피고인,12
1650,협조,12
1651,사정,12
1652,신동빈,12
1653,소유,12
1654,탈출,12
1655,줄줄이,12
1656,군대,12
1657,삭제,12
1658,지속,12
1659,흑산공항,12
1660,객,12
1661,성차별,12
1662,직장인,12
1663,변수,12
1664,환영,12
1665,불가피,12
1666,이사회,12
1667,위헌,12
1668,헌법,12
1669,송,12
1670,옥탑방,12
1671,전문,12
1672,쟁점,12
1673,음식,12
1674,주차,12
1675,제작,12
1676,녹조,12
1677,스튜디오,12
1678,발암,12
1679,상품권,12
1680,면죄부,12
1681,글,12
1682,변신,12
1683,서울시장,12
1684,서병수,12
1685,승리,12
1686,개악,12
1687,조민기,12
1688,창간,12
1689,장윤,12
1690,새해,12
1691,해양,11
1692,부천,11
1693,관사,11
1694,저녁,11
1695,시스템,11
1696,갯벌,11
1697,선관위,11
1698,보복,11
1699,변경,11
1700,공범,11
1701,국립공원,11
1702,자해,11
1703,숙명여고,11
1704,내사,11
1705,오른,11
1706,임기,11
1707,이주,11
1708,아무,11
1709,보석,11
1710,남영동,11
1711,현실,11
1712,상인,11
1713,웹하드,11
1714,연속,11
1715,양성,11
1716,보조금,11
1717,직무,11
1718,기습,11
1719,동해,11
1720,되레,11
1721,운항,11
1722,제동,11
1723,라인,11
1724,박람회,11
1725,빗방울,11
1726,발부,11
1727,거짓,11
1728,위증,11
1729,흔적,11
1730,초등학교,11
1731,서부,11
1732,선박,11
1733,던,11
1734,기계,11
1735,돌파,11
1736,군인,11
1737,강제추행,11
1738,백혈병,11
1739,통영,11
1740,상담,11
1741,사령관,11
1742,점거,11
1743,동시,11
1744,입원,11
1745,액,11
1746,상실,11
1747,소통,11
1748,축하,11
1749,소식통,11
1750,유서,11
1751,여객선,11
1752,혼자,11
1753,보안,11
1754,대처,11
1755,봇물,11
1756,스캔들,11
1757,컵,11
1758,분,11
1759,설악산,11
1760,구멍,11
1761,김포,11
1762,성소수자,11
1763,차장,11
1764,금요일,11
1765,통진당,11
1766,혜경궁,11
1767,디지털,11
1768,저출산,11
1769,성관계,11
1770,조처,11
1771,해상,11
1772,제보,11
1773,인생,11
1774,주거,11
1775,외부,11
1776,출동,11
1777,산다,11
1778,방향,11
1779,입시,11
1780,방법,11
1781,승계,11
1782,공익,11
1783,세금,11
1784,세대,11
1785,인터넷,11
1786,일회용,11
1787,다리,11
1788,여의도,11
1789,트럭,11
1790,문자,11
1791,유레카,11
1792,이창,11
1793,효창,11
1794,창고,11
1795,박남춘,11
1796,대북,11
1797,유,11
1798,대납,11
1799,약자,11
1800,생산,11
