,단어명,빈도수
1630,이야기,2
1631,쿨링,2
1632,외환,2
1633,유엔,2
1634,총회,2
1635,하이닉스,2
1636,중독,2
1637,연체,2
1638,장병규,2
1639,최적,2
1640,저녁,2
1641,국무회의,2
1642,불참,2
1643,신입,2
1644,공채,2
1645,국장,2
1646,골드만삭스,2
1647,클러스터,2
1648,파오,2
1649,문건,2
1650,파기,2
1651,몬스터,2
1652,수박,2
1653,운규,2
1654,바람,2
1655,익스트림,2
1656,이제,2
1657,선박,2
1658,발주,2
1659,경제성장,2
1660,압력,2
1661,재원,2
1662,국책,2
1663,입찰,2
1664,선전,2
1665,전경련,2
1666,스와프,2
1667,다소,2
1668,흡연,2
1669,격차,2
1670,불량,2
1671,현상,2
1672,금융투자,2
1673,자금난,2
1674,고공,2
1675,사은,2
1676,개정안,2
1677,스토리,2
1678,부탁,2
1679,디플레,2
1680,사전,2
1681,레드,2
1682,비도,2
1683,분배,2
1684,화학,2
1685,종료,2
1686,소수,2
1687,신형,2
1688,하향,2
1689,반등,2
1690,코너,2
1691,레이,2
1692,밥상,2
1693,가계부채,2
1694,기금,2
1695,오피스,2
1696,위워,2
1697,아시아,2
1698,코엑스,2
1699,봉사,2
1700,자립,2
1701,렌털,2
1702,부인,2
1703,보청기,2
1704,하우스,2
1705,캐논,2
1706,부평,2
1707,대외,2
1708,사항,2
1709,페스티벌,2
1710,개별,2
1711,공시지가,2
1712,본부,2
1713,디스플레이,2
1714,진일,2
1715,지도,2
1716,불완전,2
1717,피하,2
1718,벨기에,2
1719,접목,2
1720,총괄,2
1721,주권,2
1722,출항,2
1723,명동,2
1724,관계자,2
1725,오른손,2
1726,매일,2
1727,기본,2
1728,발족,2
1729,신용카드,2
1730,포인트,2
1731,단위,2
1732,슈레피,2
1733,뇌물,2
1734,병행,2
1735,능력,2
1736,선사,2
1737,넥슨,2
1738,고정,2
1739,짝퉁,2
1740,경남,2
1741,선포,2
1742,원유,2
1743,플랜트,2
1744,사료,2
1745,연회,2
1746,무인,2
1747,면적,2
1748,여의도,2
1749,박탈,2
1750,평생,2
1751,화물,2
1752,예의,2
1753,레깅스,2
